user,poems
3092,"[5218, 17609, 940, 966, 787, 2439, 88, 3935, 195, 893, 823, 4438, 21571, 2340, 7583, 2096]"
3123,"[142, 809, 10, 2370, 203, 338, 4401, 1412, 10116, 11993, 50, 211, 430, 214, 4391, 7223, 3875, 2618, 35181, 35207, 35216, 35218, 6478, 30132, 59, 36432, 5331]"
3124,"[9687, 4905, 11672]"
3129,"[2100, 8805, 8802, 7561, 8690, 8960, 8809]"
3139,[2347]
3146,"[5675, 129]"
3154,[25748]
3174,"[582, 681, 2438]"
3203,"[2014, 2459, 3443]"
3207,"[8976, 1577]"
3217,"[1126, 2618, 9648, 2615, 129, 2630, 29358, 34439, 29451, 37621, 32442, 31376, 1396, 3445, 38433, 22245]"
3224,[13242]
3225,[16509]
3233,"[336, 811, 1703, 1702, 4138, 4393]"
3243,[2325]
3247,"[5162, 41757, 32402, 32187, 40389]"
3249,[2916]
3250,"[958, 338, 971, 961, 940, 965, 935, 912]"
3261,"[17415, 14933, 14928, 10213, 13044, 13041, 18499, 2911, 17443, 17496, 18337, 23684, 23403, 23880, 15005, 17700, 18185, 17871, 17857, 19924, 19688, 18333, 18332, 871, 18512, 877, 876, 6130, 17867, 14444, 17486, 13994, 15063]"
3265,"[12255, 430, 519, 1402, 4370, 330, 6081]"
3268,[8210]
3302,"[41880, 41902, 39534, 39536, 39535, 39584]"
3316,"[18576, 93, 63, 227, 78, 62, 15907, 8805, 187, 5191, 183, 4658, 11143, 83, 743, 925, 1009, 912, 920, 4581, 92, 3341, 4577, 3955, 8130, 2478, 14002, 7561, 8816, 3306, 18041, 2513, 65, 46, 6660, 3332, 14279, 7258, 5348, 17451, 8960, 7100, 2184, 6294, 4651, 42817, 7354, 28951, 37606, 52561]"
3328,[53]
3332,[11698]
3344,[10629]
3355,"[1753, 8210]"
3360,"[9226, 5646, 6310, 17953, 17930, 19052, 16730, 28945, 7993, 7994, 7998, 8005, 8013, 8014, 8023, 8039, 8047, 8048, 8055, 8060, 8068, 8072, 8086, 32916, 32902, 32896, 4716, 10808, 2478, 383]"
3385,[25817]
3388,"[13209, 851, 2505, 4522]"
3389,"[275, 912, 972, 63, 993, 920, 990, 919, 994, 983, 942, 911, 771]"
3399,[17846]
3400,"[350, 341]"
3411,"[4277, 8916]"
3440,"[12643, 24684]"
3453,[11508]
3456,[187]
3463,"[275, 11413, 1721]"
3465,"[722, 892, 757, 38419]"
3467,[2260]
3483,"[18072, 18082]"
3506,[743]
3512,[90]
3514,[1009]
3525,"[5218, 8323, 19598, 804, 5372, 2688, 24077, 7223, 5043, 15742, 15751]"
3536,[88]
3554,[6389]
3563,"[1900, 4826, 4952, 4828, 4824]"
3581,[953]
3589,"[5464, 30, 1754, 749, 25010, 1405, 3278, 11334, 23993, 38215, 15335, 38185, 20255, 4359, 24926, 26938, 4249, 1547, 15800, 10]"
3600,[16730]
3614,"[23030, 8403]"
3624,"[7819, 10562]"
3626,[9527]
3628,[2349]
3632,[99]
3633,"[37884, 38845, 46187]"
3649,[15060]
3652,[3349]
3664,"[20198, 4463]"
3666,[904]
3672,[1427]
3696,"[1412, 52, 2166, 206, 35719]"
3704,[1747]
3710,[1666]
3713,[6095]
3714,"[1204, 14636]"
3720,"[25637, 33743]"
3724,"[5264, 13171]"
3725,[129]
3728,"[8341, 44454]"
3740,"[7561, 8809]"
3746,"[5872, 187]"
3749,[18899]
3771,[4774]
3772,"[8116, 916, 972, 19076, 18324]"
3775,[13806]
3778,[40082]
3779,"[26109, 12400, 29331, 20857, 29826, 29827, 29323, 12014, 11850, 12405]"
3788,[18980]
3791,"[195, 2618, 908]"
3853,[19065]
3854,"[19066, 4438, 705, 9233, 21852, 2507, 16827]"
3857,[3875]
3861,"[5646, 509]"
3872,[15095]
3874,[16026]
3883,"[26101, 63]"
3887,[5231]
3891,"[144, 4881, 142, 308, 1759, 15778, 90, 1747, 4260, 7489, 23959, 25264, 2098, 20416, 12, 1430]"
3897,"[2703, 13820]"
3899,[2117]
3903,"[2677, 2014]"
3919,[38431]
3936,[83]
3937,"[9578, 5465, 14636, 32057, 34726, 34725, 3774]"
3951,"[11598, 11599, 50, 1756, 11786, 1717, 14383, 14735, 12916, 11563, 11778, 11548, 16144, 14776, 23562, 11636, 11912, 29183, 11559, 28726, 29423, 31266, 11603, 11554, 26689, 11674, 28100, 11566, 29760, 11561, 14327, 11634, 11672, 30137, 11818]"
3960,[38738]
3963,"[3305, 3313, 3316, 27617, 29387]"
3962,[17971]
3966,[4698]
3970,"[7090, 195, 38640]"
3997,[11698]
3999,"[195, 2439, 4595]"
4029,[1747]
4033,[11545]
4035,"[91, 4694, 10555, 5162, 64, 12700, 5369, 65, 5368, 8428, 5654, 5043, 5218, 5191, 297, 2014, 299, 7936, 4215, 193, 94, 100, 53, 9796, 4594, 70, 925, 130, 4989, 2688, 4581, 441, 2276, 24467, 4605, 1230, 25219, 25391, 25581, 10064, 25994, 2690, 2439, 114, 3935, 15074, 80, 5546, 19480, 26981, 27119, 27129, 20926, 27414, 27965, 12663, 6789, 3724, 9584, 25226]"
4044,"[11077, 136, 88, 3276, 1, 5, 6, 2014, 71, 1146, 11111, 139, 138, 137, 3, 3266, 4, 2, 1412, 2599, 41]"
4053,"[2138, 146, 210, 23921]"
4063,[2168]
4072,[3935]
4076,[9965]
4078,"[10743, 19308, 21053]"
4083,"[916, 4759, 136]"
4089,[14747]
4122,"[2690, 19712, 3309, 23929, 19041, 4917, 23000]"
4145,"[53, 2376]"
4146,"[2977, 38895, 38894]"
4163,"[5732, 8338, 30100, 6671, 5774, 12954, 749, 759, 14623, 10542, 29911, 39607, 39609, 12579, 41868, 28976, 19616, 1692, 30790, 7804]"
4173,"[3276, 3259, 6959]"
4184,[100]
4185,"[2217, 193, 20142, 771, 1336, 22032, 13260, 4258, 1357, 7086, 6212]"
4189,"[8530, 22543, 5508, 1759]"
4190,[4605]
4191,"[4605, 21323, 19491, 19488]"
4192,"[60790, 51643, 35267, 29242]"
4207,[908]
4211,[7269]
4214,[19095]
4220,"[115, 5216, 12798]"
4221,[3646]
4223,[547]
4252,"[8530, 114, 112, 183, 139, 8338]"
4254,"[3329, 227, 4856, 14299, 28722, 299, 35889, 35901, 9529, 109, 7223, 28743, 26647, 25704, 27751, 6, 39239, 39439, 39401, 53620, 1849]"
4266,"[19856, 22152, 19041]"
4268,"[21911, 2668]"
4269,"[110, 6294]"
4271,"[5505, 2442, 106, 7261, 4499]"
4275,[2162]
4277,"[3316, 739, 751, 9500, 79, 62, 3318, 3306]"
4279,[37310]
4282,"[5186, 2]"
4285,[5191]
4287,"[5878, 2515]"
4292,[5675]
4296,[63]
4311,[13886]
4314,"[10442, 24920]"
4316,"[13, 21864, 5499, 85]"
4321,"[179, 35406, 35504, 18899, 14063, 9521, 10354]"
4323,[20378]
4326,"[2436, 15796, 4049, 214, 142, 2045, 6615, 1243, 2163, 10068, 24453, 5766, 2343, 2344, 4891, 37042, 753, 1814, 36212, 1753, 28322, 14177, 13]"
4328,"[853, 6970]"
4330,"[23657, 720]"
4344,[7613]
4345,"[338, 142, 11, 3628, 5790, 3723, 15598, 12, 371, 1427, 3760, 3651, 203, 1412]"
4356,"[25888, 6452, 6460, 17559]"
4375,[548]
4377,[1242]
4402,"[34913, 35185, 35133]"
4423,"[29607, 29700, 28996, 30305, 28018]"
4426,"[10797, 20886, 10796]"
4429,[5264]
4434,[63]
4437,"[2376, 7353, 100, 179]"
4446,[4887]
4463,"[227, 9590]"
4467,"[21078, 2673, 23502, 23813, 19480, 19487, 6596, 24852, 6477, 28085, 28603, 28934, 29603, 29630, 29785]"
4474,[6]
4475,[2325]
4477,[8663]
4498,[18726]
4500,[13251]
4503,"[21171, 753]"
4512,[19066]
4522,"[809, 799]"
4525,"[6139, 10403, 13377, 13518]"
4555,[13919]
4556,[183]
4574,"[21323, 28804, 19480]"
4575,[38260]
4577,"[4916, 5191, 5790, 5496]"
4580,"[16830, 3875]"
4581,[5675]
4591,"[195, 21646]"
4602,[9171]
4607,[35837]
4608,"[31238, 27740, 1283, 11559]"
4612,"[12662, 9501, 19778, 6914, 131, 6264, 11424, 6188, 31173, 3768, 4896]"
4616,"[5641, 1009, 6671, 91, 10814, 15558]"
4620,[5035]
4625,[8499]
4636,"[28893, 6726]"
4638,[2288]
4642,"[24929, 3300, 26153, 25137, 24719, 24147, 24333, 26149, 24672, 24411, 25843, 24425, 25961, 25872, 24338, 25675, 24378, 24153, 24636, 24671, 24335, 24145, 26151, 24139, 25611, 24376, 24551, 25587, 5217, 8972, 24175, 48960]"
4644,[671]
4659,"[184, 1412, 142]"
4663,"[8530, 704, 705, 8523]"
4669,[5772]
4677,"[11421, 58251]"
4683,"[2338, 88, 2041, 45]"
4693,[1255]
4694,[21932]
4695,[3875]
4701,[11955]
4712,[7531]
4719,[3777]
4727,"[545, 12749, 749, 27530, 27536]"
4743,[21993]
4745,"[15085, 6294, 110, 22803, 14458, 14467, 4465, 14366, 16255, 16907, 10064, 5336, 4370, 11730, 22793, 23364, 22794, 22219]"
4750,[2346]
4760,[158]
4770,[4740]
4773,"[22305, 4694, 6913, 804, 53, 10384, 9955, 2509, 12]"
4778,[17343]
4781,[21874]
4783,"[3895, 3899, 61, 1146, 2513, 3894]"
4786,"[8304, 78, 59]"
4788,[28351]
4792,"[3358, 3365, 3366, 3369, 13242]"
4793,[9738]
4798,"[1146, 1178, 70, 1185, 71, 1117, 1119, 1154, 68, 72, 904, 8109, 958, 937, 16508, 961, 993, 999, 919, 953, 929, 7803, 998, 972, 63, 968, 911, 925, 916, 184, 1009, 917, 183]"
4804,"[22307, 7281]"
4807,[751]
4827,[2595]
4830,[13038]
4834,"[18323, 589]"
4837,"[11545, 137, 8536, 15760, 2439, 26146]"
4838,"[25010, 23890, 22296, 21571, 2594]"
4841,[16578]
4862,"[6539, 475, 441]"
4875,[214]
4889,"[7326, 2505]"
4902,[21688]
4906,"[15219, 16572, 17098]"
4910,[5394]
4919,"[22289, 6038]"
4924,"[90, 1422]"
4938,[185]
4939,[78]
4941,"[4454, 8100]"
4951,"[3818, 38978, 4804, 14019, 11802]"
4971,[23225]
5011,"[7223, 38979, 584, 7803, 2442, 7936, 228, 36068, 38883, 5281, 6054]"
5016,[3323]
5025,"[23388, 23155, 24094]"
5032,"[83, 90, 5264, 565]"
5044,"[904, 972, 22603, 919, 961, 5873, 26125, 14317, 36547, 744, 1126, 1146, 986, 989, 31214, 35903, 3288, 35995, 190, 3271, 13975, 19193, 36430]"
5047,[26743]
5048,"[46773, 52568, 52561]"
5062,[29562]
5071,"[2512, 5348]"
5091,[5666]
5092,"[16652, 41687, 8530, 9820]"
5101,[6959]
5107,"[29306, 21147, 21100, 22198, 28606, 22111, 35503, 29346, 35502, 35396, 21886, 797, 29065, 21086, 21360, 35504, 35395, 35404, 35406, 29632, 35405, 35656, 35392, 35720]"
5121,"[91, 195, 7088, 968, 2950, 3327, 17381, 78, 3343, 23629, 183]"
5125,"[15271, 2269]"
5127,"[2439, 966]"
5135,[39]
5137,[15349]
5153,"[18440, 14387]"
5164,"[4716, 1090]"
5184,"[28208, 4248, 2618, 9784]"
5187,"[8597, 8596, 4639, 4612]"
5194,"[83, 70]"
5198,[78]
5208,[24762]
5212,"[11829, 4596]"
5217,[11272]
5246,"[91, 94, 3331, 1009, 971, 970, 801, 845, 739, 737, 785, 904, 908, 8133, 22601, 930, 981, 912, 922]"
5255,[17360]
5264,"[751, 68]"
5273,"[5893, 139, 3776]"
5276,"[395, 195, 30641, 194, 2507, 30256, 5462, 22103]"
5279,"[4524, 783, 755, 21284, 823, 754, 839, 771, 35315, 4556, 1464, 28132, 4565]"
5281,[7271]
5295,"[299, 6248, 100, 11789]"
5297,"[11688, 7272, 7276, 33448, 33452, 33449, 15877, 33444, 33447, 33451, 33446, 33450, 28020, 24115]"
5307,[8497]
5321,"[10987, 22809, 12356, 2190, 2200, 2197, 20713, 20714, 891, 86, 13244, 9501, 20817, 6123, 23903, 23975, 24811, 28120, 771, 813, 809, 35304, 25005, 819, 30091, 4388, 38557, 23822, 23978, 24162, 8403, 30185, 43634, 163, 41341, 37603, 39531, 38100, 24754]"
5332,"[182, 904]"
5337,[6]
5342,"[29795, 22229]"
5348,"[25851, 16230]"
5367,[6290]
5376,"[771, 749, 3915]"
5386,"[19244, 16850, 14855]"
5394,"[25010, 10272, 10527, 17942, 6330, 8324, 20959]"
5395,[29626]
5396,[10718]
5405,"[1362, 115, 8976, 2014, 2657, 13, 5390, 4104, 14331, 4359]"
5413,[2315]
5415,"[479, 2510, 10816, 430, 2344, 8315, 184]"
5417,[21494]
5420,"[23893, 23894, 14554, 14575, 14576, 18341, 14582, 14555, 20895, 20894, 13038, 23962, 23939, 18435, 18415, 20763, 20027, 23971, 23974, 14463, 14460, 4465, 13584, 17471, 17706, 17708, 18476, 17853, 23495, 17868, 23402, 23712, 17849, 11091, 11690, 24133, 24138]"
5426,"[3577, 2513]"
5427,[2126]
5429,[8150]
5431,"[20694, 20695, 8124]"
5434,"[6134, 32351, 17798]"
5445,[11272]
5447,[187]
5451,"[3901, 7829]"
5483,"[19041, 19648, 19778, 24032, 24056, 24062, 24103, 24063]"
5489,[2212]
5497,"[1292, 11132]"
5503,[3358]
5510,"[29913, 29971]"
5511,"[15227, 22660, 4440]"
5516,"[187, 195, 2098, 15072, 5675, 25435, 68, 129, 5344]"
5519,[8530]
5521,"[38910, 38470, 15696]"
5524,"[24781, 25210, 5965, 45261]"
5539,"[2001, 1414, 8345, 24383, 24382, 8647, 24683, 1935, 24522, 916, 85]"
5552,[100]
5545,"[24288, 24289]"
5585,[33]
5553,[2126]
5604,"[7276, 7275, 5035, 275, 7439, 19076, 2510, 130, 6789, 19480, 2512, 6294, 910, 193, 75]"
5606,"[13, 23975, 18060, 6185, 4455]"
5622,"[23301, 23300, 5836]"
5629,"[1463, 4533]"
5631,"[85, 187, 6645, 6644, 776, 195, 21876, 908, 1, 83, 6, 92, 4454]"
5641,"[3304, 223, 31595]"
5646,"[184, 999]"
5647,"[17075, 16301]"
5648,"[25014, 14812]"
5660,[24680]
5674,"[4427, 4426, 16831, 83, 85, 7168, 21290, 722, 6789, 10881, 91, 4453, 11418, 850, 853, 23942, 23944, 8007, 8034, 8036, 7911, 8201, 23908, 92, 94, 79, 3329, 3328, 3331, 3330, 93, 3313, 4772, 4774, 4748, 4770, 30130, 24133, 999]"
5676,[24692]
5677,"[23672, 3927, 1667, 11631, 15039]"
5678,[122]
5679,"[9470, 10384]"
5680,[36991]
5685,[8530]
5700,[13611]
5705,[129]
5712,"[910, 1009, 29630, 18431, 6309, 3233]"
5715,[18974]
5717,"[30005, 24725, 23973, 24137]"
5742,"[5772, 4131, 1759, 5677, 430, 223, 50, 13, 352, 38202, 142, 338, 206, 2163, 4135, 4157, 32979, 2320, 4377, 4391, 38185, 20531, 38353, 30430, 11587, 38374, 23993, 1457, 38440, 38152, 2130, 38489, 38557, 38272, 21513, 38773, 1374, 1398, 4330, 39027, 97, 5500, 14655, 146, 39363, 14177, 4715, 39407, 39440, 2145, 331, 1402, 1921, 2152, 2111, 341, 4376, 39676, 25424, 91, 92, 94, 1185, 3523, 108, 65, 4415, 1583, 1747, 5808, 5489, 2010, 6, 1717, 2014, 4075, 2038, 4455, 28, 1441, 3667, 5681, 1455, 38674, 38488, 16466, 39633, 35935, 39670, 39717, 39760, 5807, 39759, 3358, 39919, 22483, 1419, 40052, 3539, 354]"
5754,[11610]
5763,[8260]
5773,[1434]
5774,[546]
5775,[25771]
5781,[8292]
5784,"[38823, 38958, 39410, 40524, 40839, 40886, 40961, 41284, 43282, 42041, 42049, 42088, 42083, 42129, 42693, 42697, 43547, 43587, 44025, 44472, 44566, 2085, 36153, 33075, 45800, 45798, 3262, 36439, 28983]"
5788,[82]
5791,[8692]
5793,"[4605, 9688, 5348, 83, 5218, 193, 751, 186, 182, 6789, 71, 195, 91, 62, 39, 94, 299, 4215, 7936, 68, 23961, 19856]"
5795,"[8936, 1222]"
5796,[2946]
5827,[4391]
5829,[14989]
5833,[1089]
5834,[10582]
5848,[8311]
5860,"[958, 183, 971, 6018, 918, 26426]"
5872,"[6175, 6135]"
5873,[7352]
5888,[16140]
5892,"[19219, 195]"
5905,"[25653, 2126, 26719]"
5908,"[3353, 1362, 3307]"
5928,[12616]
5930,[42393]
5937,[16026]
5939,[10801]
5950,[100]
5952,[21587]
5957,[52]
5965,[15072]
5984,"[5040, 52, 2014, 11545, 19647]"
5997,"[24495, 3927]"
5992,"[7309, 27836]"
6001,[62]
6003,[997]
6004,"[18614, 18607, 20558, 15236]"
6009,[11706]
6010,"[32337, 40543, 19129, 19478]"
6011,"[1240, 8287, 923]"
6013,[15852]
6015,[19756]
6017,"[8304, 1218]"
6021,[299]
6031,"[14366, 4636, 2441, 28179, 28654, 28181, 9786, 4913, 4190, 29461, 2913, 11332, 11333, 23146, 1265, 25080, 6290, 13815, 25827, 24230, 11693, 2638, 2656, 23294, 3266, 21848, 924, 20684, 28996, 10340, 4200, 28689, 3983, 27281, 9585, 11416, 29266, 4622, 4606, 2505, 4609, 4666, 4652, 23163, 4591, 29229, 17944, 29759, 22604, 937, 184, 392, 983, 8134, 930, 22773, 23174, 23184, 942, 23118, 8124, 28351, 13377, 5369, 3354, 19480, 30206, 21323, 21320, 299, 7259, 10699, 9497, 20061, 30192, 15857, 5817, 6495, 21285, 30495, 2268, 22341, 12948, 20616, 946, 27360, 4615, 729, 4182, 780, 58, 805, 2440, 31344, 19482, 14774, 3324, 21581, 5645, 28265, 14688, 20564, 31797, 30108, 1088, 8098, 10267, 15072, 5816, 31339, 29109, 5050, 31429, 27861, 21582, 7270, 9921, 160, 27151, 2648, 12600, 33129, 24061, 12663, 19039, 16578, 17079, 25303, 34936, 34938, 35035, 8025, 21874, 32057, 15065, 34634, 10292, 8013, 10357, 15015, 35119, 4661, 20417, 26249]"
6036,"[29314, 14680, 10342, 6452]"
6041,"[1747, 26259, 7804, 1461, 146, 26270, 26262, 133, 27358, 27203, 27973, 27188, 35401, 30347, 32453, 41851, 4118, 10617, 45661, 5226, 5229, 1422]"
6042,[20825]
6047,[6974]
6050,[1195]
6057,"[5121, 41297, 41286, 41298, 41292, 41300, 41293, 41304, 41289, 41305, 15005]"
6058,"[8260, 3935, 8530, 7040, 123, 118, 8251, 8248, 120, 5715, 22633, 910]"
6071,[9229]
6074,[9855]
6080,[3884]
6084,"[8311, 129, 4339]"
6085,[5202]
6098,[3464]
6102,[14]
6119,[2001]
6123,[21782]
6124,[12]
6127,"[12853, 29271, 28946, 29505, 29504, 29503, 29437, 27831, 29361, 28571, 28633, 29317, 30284, 30319, 30205, 30204, 30202, 29242, 31671, 32246, 32367, 32403, 32717, 32716, 32715, 35573, 35572, 35698, 29316, 36090, 36849, 37453]"
6149,[7876]
6154,[8308]
6162,[5396]
6164,"[24735, 21231, 25912, 14376, 40960, 14386, 14388]"
6179,[35968]
6187,[910]
6194,[4213]
6201,"[332, 16074, 16509, 330, 3586, 142, 28079]"
6202,"[34144, 8285, 2166, 29689, 4524, 31161]"
6211,"[1254, 1231]"
6212,"[2, 35368, 9528, 430, 1412, 52750, 7230, 36373, 36360, 36368, 36472, 25391, 24679, 13503, 1272, 338]"
6213,[5]
6217,[908]
6220,"[1412, 1113]"
6223,[9257]
6228,[25615]
6229,[6080]
6230,"[80, 11662]"
6232,[10812]
6234,"[25699, 25704, 13366, 27714, 27783, 28484, 9801, 28931, 564, 25697, 6667, 10151, 19589, 28462, 29271, 35977, 64, 36039, 33492, 21119, 38370, 16655, 16654, 39236, 39436, 39338, 39530, 40439, 41628, 41880, 43569, 42914, 44479, 39420, 28569]"
6237,"[25748, 4894, 6108, 1933, 4903, 1929, 6107, 6077, 15182, 4888, 4905, 2348, 2107, 11854]"
6238,"[9257, 9237]"
6242,[25173]
6250,[21040]
6251,"[5675, 9782, 2156, 1902, 3956]"
6252,[4595]
6260,[2496]
6271,[10350]
6273,[14688]
6274,[6]
6282,"[26774, 10759]"
6287,[9501]
6288,[771]
6293,"[25695, 31671, 1754]"
6295,"[6188, 6131, 10405]"
6298,[35368]
6302,[5471]
6303,"[25697, 25694, 25679, 25681, 13769]"
6308,"[338, 1412, 6540, 4401, 10518, 193, 275, 142, 99, 6188, 479, 38]"
6310,"[3790, 3796, 3789, 3800, 6470, 3791, 3792, 3802, 3795, 3794]"
6314,"[4013, 3982]"
6321,[10987]
6325,[9854]
6332,[4694]
6334,"[1134, 1168]"
6337,[19738]
6343,"[2618, 5216, 609, 183, 6299, 10165, 6297, 193, 88, 6959, 870, 2677, 999]"
6347,[25412]
6351,[14080]
6361,[971]
6370,"[8717, 8715]"
6380,[12477]
6381,[83]
6398,"[3357, 52554, 52569]"
6399,[12]
6401,"[1759, 36338, 9192, 9194, 4551, 4511, 38043]"
6410,"[83, 71]"
6415,[91]
6435,[24452]
6436,[6338]
6437,"[550, 548, 115, 549, 8292, 2374, 1414, 8311, 5347]"
6439,[966]
6440,[227]
6441,"[24929, 27097, 17531, 17133, 35612, 35603, 35399, 35605, 35393, 35641, 35645, 35728, 35602, 35406, 35405, 35652, 35654, 35720, 35392, 35608, 35397, 35400, 36155, 25834, 35607, 35394, 35643, 35407, 35611]"
6448,"[195, 2199]"
6449,[16310]
6458,"[20567, 20578]"
6472,[21187]
6482,"[1419, 22483]"
6495,[851]
6499,"[5065, 5068, 5067, 5066, 5669, 25966]"
6502,"[1089, 30641, 35184]"
6512,[10033]
6518,"[1759, 187, 190, 4703, 25877, 4259, 11957, 32019]"
6525,"[8599, 20430, 108]"
6527,"[20727, 1218, 1814]"
6530,[6464]
6537,"[5331, 705, 7298, 30076, 2685]"
6542,"[33029, 34389, 30284]"
6548,"[4881, 45285]"
6550,"[957, 63]"
6552,"[8499, 19419, 24104, 20649, 30878]"
6563,"[64, 4694, 90, 25274, 809, 27444, 52, 7568, 38306, 9498, 21335, 30305, 2207, 12, 2939, 27764, 998, 40274, 2921, 51689, 1412, 1345, 52999, 63665]"
6566,[787]
6570,"[28247, 16509]"
6576,"[26186, 809, 853]"
6582,"[85, 9505, 771, 61]"
6588,"[10814, 22638, 8311]"
6594,[30005]
6595,[195]
6606,"[78, 18607]"
6611,[18570]
6618,[2232]
6623,"[16172, 16171, 25403, 25554]"
6625,[1218]
6628,"[6913, 11829, 93, 22341, 19621, 23438, 7257, 10340]"
6636,[11364]
6637,[183]
6657,[925]
6664,[2171]
6668,[100]
6672,[5786]
6678,[2145]
6680,"[7804, 1095]"
6682,[1751]
6683,[4593]
6684,[23686]
6686,[6334]
6689,[5051]
6691,"[6103, 4895, 22011]"
6694,[558]
6695,[4249]
6696,"[83, 2349, 1929, 4894]"
6699,"[23087, 913, 1003, 22775, 999, 23091, 184, 1000, 946, 91, 195, 17243]"
6707,[2343]
6716,"[11829, 1465, 10764, 33550, 13237]"
6718,"[190, 3292, 3286]"
6726,"[3528, 9285, 43424]"
6730,"[195, 118]"
6750,"[25082, 26722, 7246]"
6751,[9501]
6772,"[9738, 1009, 34717, 130, 100, 187, 3960, 6000, 132, 3968, 26503, 11326, 28323, 28333, 28484]"
6783,[71]
6789,"[441, 85, 288]"
6791,[55]
6796,[10696]
6799,"[16651, 4716]"
6801,"[2217, 63, 182, 23105, 184, 1242, 9388, 5141, 5130, 5125, 5132, 5123, 5139, 5306, 5124, 5270, 2445, 5275, 5131, 8115, 3346, 5998]"
6805,"[908, 8308]"
6816,"[183, 8118, 966, 184, 1146, 1113, 908, 910, 181, 100, 2376, 187, 195, 92, 5191, 26743]"
6831,[30404]
6835,[908]
6838,"[1336, 5740]"
6853,"[10106, 1601]"
6857,[1336]
6860,[10350]
6867,"[9590, 999, 187, 91, 94, 4581]"
6870,[12522]
6871,[23082]
6873,[17381]
6874,[9507]
6879,[3336]
6880,[63]
6882,[2014]
6885,[9786]
6889,"[19478, 138, 911, 2184, 18468, 180]"
6893,[36210]
6904,[17197]
6908,"[27916, 27765, 27756, 27684]"
6912,[24929]
6914,"[2507, 88, 62, 130, 5546]"
6923,[22805]
6944,"[23839, 15651, 7651, 31935, 12657, 11956]"
6945,"[2462, 5675]"
6953,[11959]
6981,"[1089, 160]"
6995,[195]
6996,"[14220, 23493, 23447, 14221, 14877, 2518, 9530, 6, 9053]"
6999,"[27475, 12647, 17, 11]"
7000,"[1276, 677, 6540, 3317, 2510, 4658, 4671, 4613, 4696, 4636, 4690, 922, 20030, 27971, 9383, 9382, 18515]"
7002,[879]
7004,"[10508, 37229, 42395]"
7005,[2126]
7006,[12635]
7013,[22667]
7014,[8255]
7017,"[23409, 11267, 27695, 27808]"
7018,"[12, 183, 910, 911, 912, 23182, 953, 944, 3305, 94, 996, 46, 16416, 25732, 16430, 26826, 16578, 23522, 801, 39, 743, 886, 847, 17771, 4601, 13553, 20352, 7168]"
7026,[24175]
7032,[17383]
7033,"[25751, 23830]"
7034,[636]
7035,[52]
7036,[115]
7046,"[910, 904, 299]"
7049,"[19562, 6481]"
7050,[3537]
7063,[10673]
7064,"[26628, 8381]"
7065,[6495]
7068,"[29544, 1398, 116, 15447]"
7070,[6883]
7077,[83]
7087,"[1, 6, 1747]"
7098,"[3915, 3904, 809, 5, 6, 1, 71, 1758, 1759, 4139, 214, 3656, 430, 3935, 3949, 853, 755, 771, 4, 7, 2, 1185, 1175, 4255, 1187, 70, 5913, 99, 5930, 2689, 5897]"
7107,"[29057, 4401]"
7118,"[16512, 14366, 15072, 5546, 5218, 9687]"
7129,[4694]
7134,"[27326, 27314, 27316, 27317, 27318, 27320, 27321, 27324, 27313, 9512, 20960]"
7140,[5498]
7143,"[4222, 11143, 4665, 23469, 2506, 4639, 4638, 4671, 754, 2511, 2510, 4616, 4605, 4635, 4634, 11657, 10278, 10279, 17674, 3327]"
7148,[37179]
7151,"[1759, 151, 5785]"
7154,"[4518, 4549, 22106]"
7165,"[15152, 23396]"
7171,"[8352, 8357, 8353, 8354, 8355, 8356, 8358, 8359, 8360, 8361, 8376, 8377, 8378, 8380]"
7187,[129]
7199,[70]
7201,"[91, 341, 342, 181, 184, 4465, 8315]"
7204,"[8530, 129]"
7212,[5646]
7221,[15191]
7228,"[2344, 2347]"
7233,"[6974, 11414, 2166, 5675, 158, 546, 1242, 2010, 1234, 565, 8530, 24382, 8338, 14080, 548, 8296, 8302, 11559, 2014, 1849, 10812, 194]"
7245,[2004]
7253,[91]
7255,"[15333, 11559, 11548, 11554, 11634, 26689]"
7262,"[195, 8135, 183, 908, 9590, 7803, 2228, 1009, 29724, 2285, 937, 999, 5895, 99, 299, 63, 226, 19856, 8025, 30084, 7270, 2491, 31429, 9640, 31344, 184, 181]"
7265,[27632]
7270,"[4048, 4049, 1849, 27824]"
7283,[24552]
7288,"[5982, 21135]"
7298,[18605]
7306,[19477]
7322,"[1126, 5895, 99, 70]"
7323,"[20825, 39094]"
7326,"[12456, 12538, 12501, 12581, 12585, 12588, 104992]"
7329,"[97, 7353, 570, 572, 10606, 605, 561, 643, 582, 652, 98, 10636, 681, 614, 10676, 10679, 666, 685, 636, 564, 10729, 10881, 10900, 619, 668, 10542, 70, 71, 5349, 110, 6959, 6961, 4221, 99, 2170, 2168, 2684, 4594, 2331, 22244, 2098, 6974, 194, 2677, 14714, 3935, 3907, 59, 80, 3954, 5216, 91, 92, 94, 62, 2473, 22347, 2439, 25604, 4893]"
7334,[32815]
7340,[19481]
7344,"[2008, 21198, 4258, 4263]"
7347,[24139]
7348,"[2677, 2349]"
7350,[4385]
7354,"[6789, 4669]"
7355,[5868]
7364,[5848]
7378,[2013]
7379,[39626]
7381,[91]
7383,[18448]
7384,[3309]
7394,"[28033, 30972, 26746, 26672]"
7397,[3413]
7399,[4420]
